,q_values,state,action
1336,[[ 2.0020187  2.386189  -4.380878 ]],"[-0.44084688 -0.39751179  0.11798333 -0.80236167 -0.16156222  0.
  1.          0.        ]",[0. 1. 0.]
1337,[[ 1.6649063  2.1574287 -5.0201106]],"[-0.48102744 -0.33573858 -0.33932641 -0.88893288 -0.16987281  0.
  1.          0.        ]",[0. 1. 0.]
1338,[[ 1.742954   2.0717673 -5.1440773]],"[-0.13472274 -0.19887273 -0.33932641 -0.87246392 -0.13995444  0.
  1.          0.        ]",[0. 1. 0.]
1339,[[ 2.3287888  2.4989376 -4.222342 ]],"[-0.01141551 -0.01393883 -0.77989466 -0.88244043 -0.12635186  0.
  1.          0.        ]",[0. 1. 0.]
1340,[[ 2.9392333  2.7881796 -3.174778 ]],"[ 0.16437163  0.26788254 -0.5099448  -0.77027108 -0.10326409  0.
  1.          0.        ]",[1. 0. 0.]
1341,[[ 4.07063    3.973117  -1.0725541]],"[ 0.03664357  0.0457284  -0.95637793 -0.81069967 -0.1196444   0.
  1.          0.        ]",[1. 0. 0.]
1342,[[ 3.1689432  2.958676  -2.5926442]],"[-0.14975394 -0.19564167 -0.66329964 -0.80627066 -0.15136729  0.
  1.          0.        ]",[1. 0. 0.]
1343,[[ 2.2209816  2.290008  -4.370388 ]],"[-0.01926736 -0.13088334 -0.52003849 -0.82945092 -0.13180201  0.
  1.          0.        ]",[0. 1. 0.]
1344,[[ 2.6333914  2.6158276 -3.6244287]],"[-0.35565037 -0.63446937  0.07754347 -0.7529918  -0.22749969  0.
  1.          0.        ]",[1. 0. 0.]
1345,[[ 1.4609337  1.9015869 -5.886834 ]],"[-0.39955979 -0.63285897  0.55429586 -0.64647555 -0.24839764  0.
  1.          0.        ]",[0. 1. 0.]
1346,[[ 1.4454592  1.9618247 -5.9048038]],"[-0.44668254 -0.50727977  0.55429586 -0.74765773 -0.27355916  0.
  1.          0.        ]",[0. 1. 0.]
1347,[[ 1.3565398  1.9813466 -6.547116 ]],"[-0.46570477 -0.34342693  0.24959798 -0.81902874 -0.28446453  0.
  1.          0.        ]",[0. 1. 0.]
1348,[[ 1.3391739  1.9152938 -6.9412284]],"[-0.58781931 -0.39251603  0.4506163  -0.79280308 -0.37895305  0.
  1.          0.        ]",[0. 1. 0.]
1349,[[ 1.3521242  1.9568541 -7.5245132]],"[-0.66914355 -0.47320016  0.59595103 -0.74897434 -0.48828651  0.
  1.          0.        ]",[0. 1. 0.]
1350,[[ 1.4227979  1.9599792 -8.255891 ]],"[-0.41040479 -0.32343223  0.16973369 -0.7631425  -0.39803525  0.
  1.          0.        ]",[0. 1. 0.]
1351,[[ 1.3354709  1.8694319 -7.935944 ]],"[-0.56332481 -0.37446351  0.34836225 -0.80433866 -0.61380394  0.
  1.          0.        ]",[0. 1. 0.]
1352,[[ 1.5019697  1.9373058 -9.692084 ]],"[-0.29774957 -0.27950413  0.23426596 -0.70357919 -0.45898904  0.
  1.          0.        ]",[0. 1. 0.]
1353,[[ 1.3566346  1.8703043 -8.5819645]],"[-0.21175314 -0.1871379  -0.02665611 -0.60153789 -0.40738826  0.
  1.          0.        ]",[0. 1. 0.]
1354,[[ 1.2776574  1.6761678 -8.120632 ]],"[-0.08760398 -0.09180762 -0.59741765 -0.69880468 -0.33287167  0.
  1.          0.        ]",[0. 1. 0.]
1355,[[ 1.3637568  1.590596  -7.831056 ]],"[-0.12650074 -0.05727181 -0.72606176 -0.84923517 -0.36406901  0.
  1.          0.        ]",[0. 1. 0.]
1356,[[ 1.414958   1.6207455 -8.379832 ]],"[-0.16254593 -0.09967062 -0.57520517 -0.77610921 -0.39467265  0.
  1.          0.        ]",[0. 1. 0.]
1357,[[ 1.3558246  1.5994836 -8.450587 ]],"[ 0.02085284  0.05068951 -0.99885649 -0.76559132 -0.2830554   0.
  1.          0.        ]",[0. 1. 0.]
1358,[[ 1.5652003  1.7629588 -7.5535145]],"[-0.06453866  0.06521871 -0.80653797 -0.62765954 -0.34513576  0.
  1.          0.        ]",[0. 1. 0.]
1359,[[ 1.3910539  1.5672399 -7.902694 ]],"[-0.06562392  0.009749   -0.90741726 -0.76810236 -0.34597546  0.
  1.          0.        ]",[0. 1. 0.]
1360,[[ 1.4515105  1.6475383 -8.103768 ]],"[ 0.13551212  0.27411501 -0.29299453 -0.66092413 -0.21717125  0.
  1.          0.        ]",[0. 1. 0.]
1361,[[ 1.9921563  2.02558   -6.6376595]],"[ 0.09088849  0.30945795 -0.12048838 -0.6688675  -0.24302275  0.
  1.          0.        ]",[0. 1. 0.]
1362,[[ 1.850689   1.8170781 -7.358969 ]],"[ 0.10921093  0.21514647 -0.22083268 -0.71507808 -0.2314209   0.
  1.          0.        ]",[1. 0. 0.]
1363,[[ 1.8378898  1.9302043 -7.0656915]],"[ 0.03421734  0.13145151 -0.36513773 -0.83999912 -0.27490046  0.
  1.          0.        ]",[0. 1. 0.]
1364,[[ 1.5687257  1.704386  -7.884507 ]],"[ 0.12973963  0.19304648 -0.15413484 -0.67724666 -0.21594861  0.
  1.          0.        ]",[0. 1. 0.]
1365,[[ 1.918602   1.9923768 -6.6877146]],"[ 0.12927622  0.17770417 -0.15413484 -0.78436969 -0.21618438  0.
  1.          0.        ]",[0. 1. 0.]
1366,[[ 1.9227862  2.030361  -6.8105755]],"[ 0.12507457  0.14398081 -0.22159701 -0.77500188 -0.21818125  0.
  1.          0.        ]",[0. 1. 0.]
1367,[[ 1.8646612  2.0079153 -6.7995725]],"[ 0.12577734  0.1127709  -0.22870311 -0.78691869 -0.21781571  0.
  1.          0.        ]",[0. 1. 0.]
1368,[[ 1.8450654  2.0023339 -6.8040185]],"[ 0.15195429  0.09871907 -0.6250205  -0.63956742 -0.2049496   0.
  1.          0.        ]",[0. 1. 0.]
1369,[[ 1.944177   2.0729828 -6.102687 ]],"[ 0.22651951  0.18692199 -0.40811715 -0.76475357 -0.16846634  0.
  1.          0.        ]",[0. 1. 0.]
1370,[[ 2.631608   2.611071  -4.8386426]],"[ 0.220353    0.35102854  0.15645875  0.09309014 -0.17054765  0.
  1.          0.        ]",[1. 0. 0.]
1371,[[ 2.9979327  2.3779016 -2.9899666]],"[ 0.31186964  0.32878776  0.15645875 -0.16613698 -0.12668297  0.
  1.          0.        ]",[1. 0. 0.]
1372,[[ 4.2590203  3.564377  -0.5275834]],"[ 0.42908903  0.42964627  0.36288597 -0.3640669  -0.0641638   0.
  1.          0.        ]",[1. 0. 0.]
1373,[[6.9030294 6.2010646 5.091273 ]],"[ 0.36932397  0.32691175  0.36288597 -0.56004854 -0.08018983  0.
  1.          0.        ]",[1. 0. 0.]
1374,[[5.501499  4.891624  1.7569759]],"[ 0.32329398  0.21577303  0.29856271 -0.62434744 -0.09290172  0.
  1.          0.        ]",[1. 0. 0.]
1375,[[ 4.580976    4.1779084  -0.14761895]],"[ 0.32988124  0.16287403  0.29856271 -0.67408801 -0.08981196  0.
  1.          0.        ]",[1. 0. 0.]
1376,[[ 4.5180354   4.2446346  -0.23104626]],"[ 0.23625155  0.07454324 -0.33854766 -0.81137951 -0.1154633   0.
  1.          0.        ]",[1. 0. 0.]
1377,[[ 3.5495803  3.4580984 -2.3139715]],"[ 0.10484391 -0.02011815 -0.78714803 -0.71119875 -0.15822813  0.
  1.          0.        ]",[1. 0. 0.]
1378,[[ 2.4697976  2.4621878 -4.335888 ]],"[ 0.11356061 -0.07879218 -0.93652957 -0.68226139 -0.15475855  0.
  1.          0.        ]",[1. 0. 0.]
1379,[[ 2.5772164  2.583211  -3.8893664]],"[ 0.03355685 -0.1731618  -0.77121897 -0.68268314 -0.18341601  0.
  1.          0.        ]",[0. 1. 0.]
1380,[[ 1.8243492  1.9913111 -5.5398827]],"[ 0.11576734 -0.10913337 -0.95873383 -0.64816255 -0.1520786   0.
  1.          0.        ]",[0. 1. 0.]
1381,[[ 2.629964   2.6501591 -3.6251407]],"[ 0.17318277 -0.04861527 -0.75831415 -0.65040274 -0.12970814  0.
  1.          0.        ]",[0. 1. 0.]
1382,[[ 3.1423464  3.1215744 -2.5842576]],"[ 0.22267606 -0.0014926  -0.59662451 -0.57589317 -0.11031189  0.
  1.          0.        ]",[1. 0. 0.]
1383,[[ 3.7678452  3.8806937 -1.1439703]],"[ 0.18660424  0.01761606 -0.361433   -0.72851886 -0.12031696  0.
  1.          0.        ]",[0. 1. 0.]
1384,[[ 3.2160492  3.1290066 -2.683635 ]],"[ 0.22515418 -0.01493379 -0.52870432 -0.7520577  -0.10625332  0.
  1.          0.        ]",[1. 0. 0.]
1385,[[ 3.69109    3.6796613 -1.608877 ]],"[ 0.23215049  0.07371268 -0.31285698 -0.72237223 -0.10379355  0.
  1.          0.        ]",[1. 0. 0.]
1386,[[ 3.857529   3.8385425 -1.2619729]],"[ 0.20764195  0.04586344 -0.4346589  -0.76700109 -0.10950849  0.
  1.          0.        ]",[1. 0. 0.]
1387,[[ 3.6153588  3.5419326 -1.8889229]],"[ 0.19878965  0.04283386 -0.52688768 -0.82861508 -0.11149232  0.
  1.          0.        ]",[1. 0. 0.]
1388,[[ 3.5387094  3.430019  -2.219641 ]],"[ 0.22787243  0.10263973 -0.47069893 -0.85990077 -0.10301712  0.
  1.          0.        ]",[1. 0. 0.]
1389,[[ 3.923633   3.8465097 -1.4979012]],"[ 0.19788038  0.09541416 -0.5444507  -0.81677675 -0.10900922  0.
  1.          0.        ]",[1. 0. 0.]
1390,[[ 3.7007904  3.6014009 -1.8918128]],"[ 0.26919576  0.13784922 -0.38322881 -0.7988304  -0.08934739  0.
  1.          0.        ]",[1. 0. 0.]
1391,[[ 4.463752   4.479783  -0.1652711]],"[ 0.26286894  0.21125048 -0.09362741 -0.77090275 -0.0904664   0.
  1.          0.        ]",[0. 1. 0.]
1392,[[ 4.4793715   4.3487425  -0.22511417]],"[ 0.3330054   0.24081631 -0.09362741 -0.76414008 -0.07135118  0.
  1.          0.        ]",[1. 0. 0.]
1393,[[5.3924866 5.2488794 1.7651696]],"[ 0.44092785  0.47240011  0.30756413 -0.53629819 -0.03816215  0.
  1.          0.        ]",[1. 0. 0.]
1394,[[7.8023067 7.23405   6.9270673]],"[ 0.49054994  0.47252167  0.41469606 -0.47083901 -0.02107886  0.
  1.          0.        ]",[1. 0. 0.]
1395,[[8.841319 8.362065 9.404724]],"[ 0.5363976   0.4273664   0.50230491 -0.71831585  0.          1.
  0.          0.        ]",[0. 0. 1.]
1396,[[8.253443 8.94412  7.161233]],"[ 0.54923156  0.30871769  0.51801127 -0.74911535  0.0046805   0.
  1.          0.        ]",[0. 1. 0.]
1397,[[9.076774  8.9509535 9.852455 ]],"[0.59459873 0.33421894 0.73665031 0.08950559 0.         1.
 0.         0.        ]",[0. 0. 1.]
1398,[[6.9519787 6.999551  4.660298 ]],"[ 0.4600443   0.18314937  0.35739362 -0.58215401 -0.0173743   0.
  1.          0.        ]",[0. 1. 0.]
1399,[[7.8210716 7.9066896 7.84216  ]],"[ 0.4751626   0.13178845  0.20627754 -0.61699681 -0.0125761   0.
  1.          0.        ]",[0. 1. 0.]
1400,[[8.061711 8.446707 8.513054]],"[ 0.38700781  0.1025791   0.23689742 -0.75475122  0.          1.
  0.          0.        ]",[0. 0. 1.]
1401,[[7.42264   8.345615  7.0971317]],"[ 0.36261186  0.06638248  0.2275062  -0.81891868 -0.00324899  0.
  1.          0.        ]",[0. 1. 0.]
1402,[[7.2539754 7.735766  6.8428683]],"[ 0.27819953  0.00980406 -0.24790195 -0.79956989 -0.01474608  0.
  1.          0.        ]",[0. 1. 0.]
1403,[[6.7166734 7.2265844 5.9806294]],"[ 0.26371276 -0.04596575 -0.47572646 -0.78526647 -0.01674823  0.
  1.          0.        ]",[0. 1. 0.]
1404,[[6.711545 7.244993 6.08363 ]],"[ 0.25381698 -0.07108804 -0.29694306 -0.56182901 -0.0180471   0.
  1.          0.        ]",[0. 1. 0.]
1405,[[6.8387985 7.5243244 6.9651814]],"[ 0.23242644 -0.11448789 -0.29694306 -0.80548778 -0.02073083  0.
  1.          0.        ]",[0. 1. 0.]
1406,[[6.048673  6.4716363 4.702309 ]],"[ 0.20283651 -0.19190817 -0.43752583 -0.77628308 -0.02434645  0.
  1.          0.        ]",[0. 1. 0.]
1407,[[5.827476  6.240648  4.4436374]],"[ 0.29906545 -0.11458986 -0.24315136 -0.6490488  -0.00745199  0.
  1.          0.        ]",[0. 1. 0.]
1408,[[7.180355  7.9568763 7.567002 ]],"[ 0.30364692 -0.07347572 -0.1322707  -0.7135104  -0.00662335  0.
  1.          0.        ]",[0. 1. 0.]
1409,[[7.0471153 7.75854   7.0501103]],"[ 0.35944398 -0.03735088 -0.1322707  -0.75030467  0.00341786  0.
  1.          0.        ]",[0. 1. 0.]
1410,[[7.772961 8.620842 8.463742]],"[ 0.30855268  0.01552895  0.00235308 -0.76546276 -0.00163615  0.
  1.          0.        ]",[0. 1. 0.]
1411,[[7.1963634 7.8784876 7.153115 ]],"[ 0.38332744  0.1858421   0.14297212 -0.75577369  0.01161001  0.
  1.          0.        ]",[0. 1. 0.]
1412,[[8.46343  8.898236 9.515613]],"[ 0.32160976  0.18515775  0.14297212 -0.81711524  0.          1.
  0.          0.        ]",[0. 0. 1.]
1413,[[7.296427 8.032608 6.785762]],"[ 0.32865078  0.11895963 -0.20759902 -0.82568676  0.00116001  0.
  1.          0.        ]",[0. 1. 0.]
1414,[[7.7882824 8.464213  8.154919 ]],"[ 0.33975446  0.19138081 -0.03739454 -0.85696607  0.0028939   0.
  1.          0.        ]",[0. 1. 0.]
1415,[[7.8855867 8.349331  8.121117 ]],"[ 0.44564256  0.28175009  0.1937391  -0.70005845  0.02070116  0.
  1.          0.        ]",[0. 1. 0.]
1416,[[ 9.521421  9.857147 11.63047 ]],"[ 0.5547939   0.43271201  0.42459319 -0.60551611  0.          1.
  0.          0.        ]",[0. 0. 1.]
1417,[[8.312761 9.155568 7.214528]],"[ 0.38110914  0.2923527   0.36126345 -0.81298037 -0.0163137   0.
  1.          0.        ]",[0. 1. 0.]
1418,[[7.3843465 7.24876   6.3211346]],"[ 0.35063501  0.17969337 -0.01952664 -0.86527026 -0.01943294  0.
  1.          0.        ]",[1. 0. 0.]
1419,[[6.976492  7.2533655 5.81677  ]],"[ 0.35582647  0.1593071   0.04460243 -0.89688167 -0.01849659  0.
  1.          0.        ]",[0. 1. 0.]
1420,[[6.889018  7.1754417 5.5700817]],"[ 0.47821464  0.25471364  0.31253309 -0.8283487   0.00569808  0.
  1.          0.        ]",[0. 1. 0.]
1421,[[8.5994625 8.716507  9.081216 ]],"[ 0.54000421  0.29192234  0.42387877 -0.78805729  0.          1.
  0.          0.        ]",[0. 0. 1.]
1422,[[7.969792 8.988352 7.006312]],"[ 0.54715884  0.28592575  0.48931846 -0.83046542  0.00177817  0.
  1.          0.        ]",[0. 1. 0.]
1423,[[8.7298155 8.647054  8.970226 ]],"[ 0.5100166   0.23700122  0.48931846 -0.87323564  0.          1.
  0.          0.        ]",[0. 0. 1.]
1424,[[7.6789036 8.507639  6.674119 ]],"[ 0.57178388  0.25714762  0.6087466  -0.77473231  0.01423591  0.
  1.          0.        ]",[0. 1. 0.]
1425,[[ 9.333028  9.288979 10.503287]],"[ 0.63988387  0.32777195  0.72098886 -0.64631636  0.          1.
  0.          0.        ]",[0. 0. 1.]
1426,[[8.064663  8.725662  6.6313486]],"[ 0.45724016  0.20757258  0.42498265 -0.87264257 -0.01647748  0.
  1.          0.        ]",[0. 1. 0.]
1427,[[7.3544183 7.3331685 6.099194 ]],"[ 0.42394191  0.15019961  0.18683425 -0.83839124 -0.01975358  0.
  1.          0.        ]",[1. 0. 0.]
1428,[[7.1075974 7.3089104 5.9338517]],"[ 0.56438276  0.23577883  0.44785247 -0.68505349  0.01503403  0.
  1.          0.        ]",[0. 1. 0.]
1429,[[ 9.631294  9.806576 11.537063]],"[0.39512532 0.23626923 0.54360413 0.43655449 0.         1.
 0.         0.        ]",[0. 0. 1.]
1430,[[5.037121 5.036869 1.728852]],"[0.56641104 0.31844785 0.61665701 0.20749489 0.         1.
 0.         0.        ]",[1. 0. 0.]
1431,[[6.369046  6.5256996 3.5512385]],"[ 0.37611114  0.25474192  0.63735876 -0.40002182 -0.02634972  0.
  1.          0.        ]",[0. 1. 0.]
1432,[[7.3548865 6.9862494 6.96346  ]],"[ 0.25510266  0.10923812 -0.21863743 -0.67481921 -0.04667409  0.
  1.          0.        ]",[1. 0. 0.]
1433,[[5.7609997 6.0367155 3.638908 ]],"[ 0.27797954  0.09064076 -0.21863743 -0.74740825 -0.04050768  0.
  1.          0.        ]",[0. 1. 0.]
1434,[[5.9422274 6.247402  3.9086945]],"[ 0.26277179  0.01706455 -0.67072061 -0.78777495 -0.04300105  0.
  1.          0.        ]",[0. 1. 0.]
1435,[[5.8922596 6.261448  3.7072518]],"[ 0.19404009 -0.03882772 -0.71683689 -0.8329873  -0.05434952  0.
  1.          0.        ]",[0. 1. 0.]
1436,[[5.135802  5.290681  2.0742548]],"[ 0.18962868 -0.07918926 -0.71683689 -0.80861517 -0.05507577  0.
  1.          0.        ]",[0. 1. 0.]
1437,[[5.05981   5.243092  2.0397735]],"[ 0.2161582  -0.05178602 -0.54916215 -0.74943278 -0.0495289   0.
  1.          0.        ]",[0. 1. 0.]
1438,[[5.343958  5.5826964 2.7915785]],"[ 0.23151574 -0.02801087 -0.40214642 -0.72706348 -0.0464266   0.
  1.          0.        ]",[0. 1. 0.]
1439,[[5.4910955 5.7542934 3.17838  ]],"[ 0.25626607 -0.01864561 -0.40214642 -0.78245938 -0.04159619  0.
  1.          0.        ]",[0. 1. 0.]
1440,[[5.7184587 6.0070415 3.5358665]],"[ 0.15907668 -0.1649991  -0.82584077 -0.88222285 -0.05467065  0.
  1.          0.        ]",[0. 1. 0.]
1441,[[4.848537  5.0032296 1.6062614]],"[ 0.22189705 -0.10499554 -0.77424854 -0.79501168 -0.04323323  0.
  1.          0.        ]",[0. 1. 0.]
1442,[[5.5783944 5.9355674 3.3038685]],"[ 0.26851371  0.0373054  -0.58615208 -0.81840696 -0.0344673   0.
  1.          0.        ]",[0. 1. 0.]
1443,[[6.1969547 6.5791106 4.41455  ]],"[ 0.27966341  0.11370379 -0.26532742 -0.74924583 -0.03240248  0.
  1.          0.        ]",[0. 1. 0.]
1444,[[6.367376  6.7432456 4.9314427]],"[ 0.38309272  0.31098099 -0.05417273 -0.66123391 -0.01216004  0.
  1.          0.        ]",[0. 1. 0.]
1445,[[8.22011  8.398308 8.706864]],"[ 0.39301738  0.48207988  0.21918492 -0.7362638   0.          1.
  0.          0.        ]",[0. 0. 1.]
1446,[[8.014215 8.874939 7.100316]],"[ 0.24336779  0.18875528 -0.55977057 -0.8653548  -0.01630278  0.
  1.          0.        ]",[0. 1. 0.]
1447,[[7.0033493 7.414762  6.160184 ]],"[ 0.1025961  -0.08338632 -0.90157778 -0.80238528 -0.03492289  0.
  1.          0.        ]",[0. 1. 0.]
1448,[[5.5297256 5.802122  3.5355487]],"[ 0.09971462 -0.13141599 -0.8440918  -0.83627133 -0.03533052  0.
  1.          0.        ]",[0. 1. 0.]
1449,[[5.3672304 5.591489  3.190776 ]],"[ 0.08565966 -0.21344957 -0.5684716  -0.82852512 -0.03720977  0.
  1.          0.        ]",[0. 1. 0.]
1450,[[4.9745207 5.146735  2.5349445]],"[ 0.20396158 -0.0137456  -0.96632665 -0.6849061  -0.01916627  0.
  1.          0.        ]",[0. 1. 0.]
1451,[[6.8154297 7.502642  6.385156 ]],"[ 0.27408834  0.16264948 -0.66529329 -0.75470432 -0.00728035  0.
  1.          0.        ]",[0. 1. 0.]
1452,[[7.7052603 8.407556  7.9430084]],"[ 0.18737634  0.0892824  -0.74796901 -0.83868251 -0.01739114  0.
  1.          0.        ]",[0. 1. 0.]
1453,[[6.6668243 7.0824513 5.7311773]],"[ 0.17126691 -0.0110576  -0.99661093 -0.83289446 -0.01931113  0.
  1.          0.        ]",[0. 1. 0.]
1454,[[6.4888735 6.977377  5.447245 ]],"[ 0.19730184  0.02766742 -0.98062183 -0.87207057 -0.0154652   0.
  1.          0.        ]",[0. 1. 0.]
1455,[[6.7528396 7.2660685 5.8476577]],"[ 0.24247881  0.101823   -0.84782638 -0.85822366 -0.0088138   0.
  1.          0.        ]",[0. 1. 0.]
1456,[[7.3020654 7.9036965 6.950336 ]],"[ 0.21262981  0.04924307 -0.9461738  -0.88560227 -0.01179091  0.
  1.          0.        ]",[0. 1. 0.]
1457,[[6.9623475 7.5026507 6.2532587]],"[ 0.05255606 -0.23643076 -0.35384153 -0.80586455 -0.02965267  0.
  1.          0.        ]",[0. 1. 0.]
1458,[[4.9948926 5.308368  2.8512895]],"[ 0.02528139 -0.21387711 -0.35384153 -0.87696056 -0.03306539  0.
  1.          0.        ]",[0. 1. 0.]
1459,[[4.9404984 5.2236834 2.513485 ]],"[-0.02371561 -0.27126515 -0.20578241 -0.83651155 -0.03926021  0.
  1.          0.        ]",[0. 1. 0.]
1460,[[4.514718  4.8577957 1.7955246]],"[-0.15354256 -0.42655324  0.22958079 -0.8085201  -0.05817081  0.
  1.          0.        ]",[0. 1. 0.]
1461,[[ 3.5363169   4.1828303  -0.11406526]],"[-0.04612968 -0.3081433   0.22958079 -0.87639557 -0.04555753  0.
  1.          0.        ]",[0. 1. 0.]
1462,[[4.053856  4.5598235 0.6719359]],"[ 0.01648011 -0.20063591 -0.11815322 -0.90239408 -0.03779677  0.
  1.          0.        ]",[0. 1. 0.]
1463,[[4.6737123 4.9978895 1.7908671]],"[-0.08477941 -0.25341506 -0.05719157 -0.86788051 -0.05229655  0.
  1.          0.        ]",[0. 1. 0.]
1464,[[4.048639   4.4018803  0.62145627]],"[-0.15571725 -0.28547951  0.13152265 -0.75758925 -0.06393871  0.
  1.          0.        ]",[0. 1. 0.]
1465,[[ 3.5258765   4.0011697  -0.22926548]],"[-0.11138086 -0.31157605  0.28602833 -0.86048522 -0.0587391   0.
  1.          0.        ]",[0. 1. 0.]
1466,[[ 3.6356723   4.1799626  -0.25405988]],"[-0.09258137 -0.22253964  0.10385619 -0.87900231 -0.05659698  0.
  1.          0.        ]",[0. 1. 0.]
1467,[[3.8796482 4.266506  0.1350309]],"[-0.07515917 -0.22554604  0.20639072 -0.89380277 -0.0547033   0.
  1.          0.        ]",[0. 1. 0.]
1468,[[3.8913355  4.3134108  0.10973597]],"[-0.11523481 -0.19756154 -0.04922911 -0.8858208  -0.0601055   0.
  1.          0.        ]",[0. 1. 0.]
1469,[[3.8927803  4.2031517  0.11556444]],"[ 0.02270771 -0.03885844 -0.81174699 -0.73530322 -0.04521106  0.
  1.          0.        ]",[0. 1. 0.]
1470,[[4.9930716 5.0848513 2.5105712]],"[-0.08944321 -0.13446925 -0.73717142 -0.87311218 -0.06003425  0.
  1.          0.        ]",[0. 1. 0.]
1471,[[4.3928   4.390725 1.091657]],"[-0.05226387 -0.134396   -0.73717142 -0.88320226 -0.05588959  0.
  1.          0.        ]",[1. 0. 0.]
1472,[[4.5392194 4.555017  1.3572612]],"[ 0.18083303  0.30938923 -0.44221514 -0.70728784 -0.02556834  0.
  1.          0.        ]",[0. 1. 0.]
1473,[[6.7745833 7.074473  5.86932  ]],"[ 0.11644506  0.33870041 -0.26669817 -0.76360349 -0.03332265  0.
  1.          0.        ]",[0. 1. 0.]
1474,[[6.16732   6.2145224 4.4211445]],"[ 0.07667003  0.17793256 -0.26669817 -0.69766194 -0.03826134  0.
  1.          0.        ]",[0. 1. 0.]
1475,[[5.540719  5.6501684 3.546615 ]],"[-0.20573617 -0.36515927 -0.48198003 -0.80722136 -0.08637954  0.
  1.          0.        ]",[0. 1. 0.]
1476,[[ 3.3015528  3.5890982 -0.9968052]],"[-0.2572522  -0.56691745 -0.19464889 -0.78605031 -0.09888442  0.
  1.          0.        ]",[0. 1. 0.]
1477,[[ 2.892353   3.2048948 -1.6919055]],"[-0.17839521 -0.414511   -0.19464889 -0.87052234 -0.08769826  0.
  1.          0.        ]",[0. 1. 0.]
1478,[[ 3.127614  3.5535   -1.542038]],"[-0.1951596  -0.33764251 -0.18383146 -0.83497386 -0.09135626  0.
  1.          0.        ]",[0. 1. 0.]
1479,[[ 3.0471737  3.417531  -1.7392435]],"[-0.04466216 -0.15559723 -0.74523729 -0.83814081 -0.06955227  0.
  1.          0.        ]",[0. 1. 0.]
1480,[[4.1000414  4.0931563  0.35390353]],"[ 4.63129941e-02 -6.31500431e-04 -8.38555053e-01 -8.75376607e-01
 -5.49713857e-02  0.00000000e+00  1.00000000e+00  0.00000000e+00]",[1. 0. 0.]
1481,[[4.7947216 4.7848415 1.5002824]],"[ 0.04542338  0.01978901 -0.72982345 -0.8566563  -0.05511254  0.
  1.          0.        ]",[1. 0. 0.]
1482,[[4.7460666 4.7200027 1.4497006]],"[ 0.15036426  0.08938252 -0.55848487 -0.82907639 -0.03808369  0.
  1.          0.        ]",[1. 0. 0.]
1483,[[5.656875  5.790338  3.3827164]],"[ 0.16737079  0.12956286 -0.54057465 -0.89270757 -0.03523535  0.
  1.          0.        ]",[0. 1. 0.]
1484,[[5.828896  5.960228  3.5517125]],"[ 0.20348812  0.1603795  -0.35831978 -0.85296552 -0.02933011  0.
  1.          0.        ]",[0. 1. 0.]
1485,[[6.189951 6.42879  4.456651]],"[ 0.06948839  0.09027442 -0.70521894 -0.78725941 -0.04698735  0.
  1.          0.        ]",[0. 1. 0.]
1486,[[5.192953  5.2327986 2.5095706]],"[ 0.10601966  0.09051067 -0.70521894 -0.81152658 -0.04142883  0.
  1.          0.        ]",[0. 1. 0.]
